ID,Template,Plan,Filled_Template,Filled_Plan
133,user: I'm looking for some <ATTRACTION_TYPE_2> attractions in <CITY_1>.,"attractions = search_attractions(city=""<CITY_1>"", type=[""<ATTRACTION_TYPE_2>""])
save_to_cache(key=""attractions"", value=attractions)",user: I'm looking for some Art attractions in Colorado Springs.,"attractions = search_attractions(city=""Colorado Springs"", type=[""Art""])
save_to_cache(key=""attractions"", value=attractions)"
133,assistant: We have a lot of great <ATTRACTION_TYPE_2> spots in <CITY_1>. Are you interested in anything specific?,,assistant: We have a lot of great Art spots in Colorado Springs. Are you interested in anything specific?,
133,"user: Not really, just something fun.","attractions = get_results_from_cache(key=""attractions"")","user: Not really, just something fun.","attractions = get_results_from_cache(key=""attractions"")"
133,"assistant: Okay, let me give you some recommendations. Have you considered <CITY_1_NEIGHBORHOOD_2>?",,"assistant: Okay, let me give you some recommendations. Have you considered Old Colorado City?",
133,"user: No, I haven't. What's there?","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, neighborhood=[""<CITY_1_NEIGHBORHOOD_2>""])
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)","user: No, I haven't. What's there?","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, neighborhood=[""Old Colorado City""])
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)"
134,"assistant: Hi, how can I help you today?",,"assistant: Hi, how can I help you today?",
134,user: I'm looking for <ATTRACTION_TYPE_1> attractions in <STATE_1>.,"attractions = search_attractions(type=[""<ATTRACTION_TYPE_1>""], state=""<STATE_1>"")
save_to_cache(key=""attractions"", value=attractions)",user: I'm looking for Art attractions in AZ.,"attractions = search_attractions(type=[""Art""], state=""AZ"")
save_to_cache(key=""attractions"", value=attractions)"
134,assistant: <STATE_1> has a rich history and culture. What specific type of <ATTRACTION_TYPE_1> attractions are you interested in?,,assistant: AZ has a rich history and culture. What specific type of Art attractions are you interested in?,
134,"user: I'm not sure, just something interesting.","attractions = get_results_from_cache(key=""attractions"")","user: I'm not sure, just something interesting.","attractions = get_results_from_cache(key=""attractions"")"
134,"assistant: Okay, let me see what I can find for you. Are you open to visiting different cities in <STATE_1>?",,"assistant: Okay, let me see what I can find for you. Are you open to visiting different cities in AZ?",
134,"user: Yes, I am. Infact, I am thinking of going to <CITY_2>.","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, city = ""<CITY_2>"")
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)","user: Yes, I am. Infact, I am thinking of going to St. Louis.","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, city = ""St. Louis"")
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)"
135,assistant: Hello! I'd love to help you discover new attractions. What's your favorite type of <ATTRACTION_TYPE_2> activity?,,assistant: Hello! I'd love to help you discover new attractions. What's your favorite type of Culinary activity?,
135,user: I'm planning a trip to <STATE_1> and I want to find some <ATTRACTION_TYPE_2> attractions.,"attractions = search_attractions(state=""<STATE_1>"", type=[""<ATTRACTION_TYPE_2>""])
save_to_cache(key=""attractions"", value=attractions)",user: I'm planning a trip to NC and I want to find some Culinary attractions.,"attractions = search_attractions(state=""NC"", type=[""Culinary""])
save_to_cache(key=""attractions"", value=attractions)"
135,assistant: <STATE_1> has a lot to offer. Can you tell me more about what you're looking for in a <ATTRACTION_TYPE_2> experience?,,assistant: NC has a lot to offer. Can you tell me more about what you're looking for in a Culinary experience?,
135,"user: Not really, just something exciting.",,"user: Not really, just something exciting.",
135,assistant: Let me ask you this: are you open to trying new things or do you prefer more traditional <ATTRACTION_TYPE_2> activities?,,assistant: Let me ask you this: are you open to trying new things or do you prefer more traditional Culinary activities?,
135,user: I'm open to anything.,,user: I'm open to anything.,
136,"assistant: Hello! What kind of attractions are you looking for? Are you interested in history, art, or something else?",,"assistant: Hello! What kind of attractions are you looking for? Are you interested in history, art, or something else?",
136,user: I'm interested in <ATTRACTION_TYPE_1> and <ATTRACTION_TYPE_2> attractions in <STATE_1>.,"attractions = search_attractions(type=[""<ATTRACTION_TYPE_1>"", ""<ATTRACTION_TYPE_2>""], state=""<STATE_1>"")
save_to_cache(key=""attractions"", value=attractions)",user: I'm interested in Culinary and Scenic attractions in CO.,"attractions = search_attractions(type=[""Culinary"", ""Scenic""], state=""CO"")
save_to_cache(key=""attractions"", value=attractions)"
136,assistant: <STATE_1> has a lot to offer. Are you looking at specific cities or regions?,,assistant: CO has a lot to offer. Are you looking at specific cities or regions?,
136,"user: Yeah, I'm thinking of visiting <CITY_2> and <CITY_3>.","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions1 = filter_attractions(prior_results=attractions, city=""<CITY_2>"")
filtered_attractions2 = filter_attractions(prior_results=attractions, city=""<CITY_3>"")
save_to_cache(key=""filtered_attractions1"", value=filtered_attractions1)
save_to_cache(key=""filtered_attractions2"", value=filtered_attractions2)","user: Yeah, I'm thinking of visiting Memphis and Las Vegas.","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions1 = filter_attractions(prior_results=attractions, city=""Memphis"")
filtered_attractions2 = filter_attractions(prior_results=attractions, city=""Las Vegas"")
save_to_cache(key=""filtered_attractions1"", value=filtered_attractions1)
save_to_cache(key=""filtered_attractions2"", value=filtered_attractions2)"
136,assistant: Both <CITY_2> and <CITY_3> have great <ATTRACTION_TYPE_1> and <ATTRACTION_TYPE_2> attractions. Let me tell you about some of them.,,assistant: Both Memphis and Las Vegas have great Culinary and Scenic attractions. Let me tell you about some of them.,
136,user: That sounds great.,"filtered_attractions1 = get_results_from_cache(key=""filtered_attractions1"")
filtered_attractions2 = get_results_from_cache(key=""filtered_attractions2"")",user: That sounds great.,"filtered_attractions1 = get_results_from_cache(key=""filtered_attractions1"")
filtered_attractions2 = get_results_from_cache(key=""filtered_attractions2"")"
137,assistant: Hello! What brings you here today? Are you looking for a quick weekend getaway or a longer vacation?,,assistant: Hello! What brings you here today? Are you looking for a quick weekend getaway or a longer vacation?,
137,user: I'm planning a trip to <STATE_2> and I want to find some <ATTRACTION_TYPE_1> attractions.,"attractions = search_attractions(state=""<STATE_2>"", type=[""<ATTRACTION_TYPE_1>""])
save_to_cache(key=""attractions"", value=attractions)",user: I'm planning a trip to NV and I want to find some Art attractions.,"attractions = search_attractions(state=""NV"", type=[""Art""])
save_to_cache(key=""attractions"", value=attractions)"
137,assistant: <STATE_2> has a lot to offer. Are you looking at a specific city or region?,,assistant: NV has a lot to offer. Are you looking at a specific city or region?,
137,"user: Not really, I'm flexible. What are some popular <ATTRACTION_TYPE_1> spots in <STATE_2>?","attractions = get_results_from_cache(key=""attractions"")","user: Not really, I'm flexible. What are some popular Art spots in NV?","attractions = get_results_from_cache(key=""attractions"")"
137,assistant: There are several. Let me see what I can find for you.,,assistant: There are several. Let me see what I can find for you.,
137,"user: Great, thanks!",,"user: Great, thanks!",
138,assistant: Hello! Are you looking for a unique experience? I can help you find some hidden gems in <CITY_2>.,,assistant: Hello! Are you looking for a unique experience? I can help you find some hidden gems in Raleigh.,
138,"user: Yeah, I'm thinking of visiting some <ATTRACTION_TYPE_2> attractions in <CITY_2>.","attractions = search_attractions(city=""<CITY_2>"", type=[""<ATTRACTION_TYPE_2>""])
save_to_cache(key=""attractions"", value=attractions)","user: Yeah, I'm thinking of visiting some Historical attractions in Raleigh.","attractions = search_attractions(city=""Raleigh"", type=[""Historical""])
save_to_cache(key=""attractions"", value=attractions)"
138,assistant: <CITY_2> has a lot of great <ATTRACTION_TYPE_2> spots. Have you considered <CITY_2_NEIGHBORHOOD_1>?,,assistant: Raleigh has a lot of great Historical spots. Have you considered Downtown Raleigh?,
138,"user: Actually, I haven't. What's there?","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, neighborhood=[""<CITY_2_NEIGHBORHOOD_1>""])
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)","user: Actually, I haven't. What's there?","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, neighborhood=[""Downtown Raleigh""])
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)"
138,assistant: It's a great area with a lot of <ATTRACTION_TYPE_2> attractions. I can give you some insider tips.,,assistant: It's a great area with a lot of Historical attractions. I can give you some insider tips.,
138,"user: Okay, that sounds good.",,"user: Okay, that sounds good.",
139,assistant: Hi there! How can I assist you? Are you looking for something historic or modern?,,assistant: Hi there! How can I assist you? Are you looking for something historic or modern?,
139,user: I'm looking for some <ATTRACTION_TYPE_1> attractions in <CITY_1>.,"attractions = search_attractions(city=""<CITY_1>"", type=[""<ATTRACTION_TYPE_1>""])
save_to_cache(key=""attractions"", value=attractions)",user: I'm looking for some Scenic attractions in Las Vegas.,"attractions = search_attractions(city=""Las Vegas"", type=[""Scenic""])
save_to_cache(key=""attractions"", value=attractions)"
139,assistant: We have a lot of great <ATTRACTION_TYPE_1> spots in <CITY_1>. Are you interested in anything specific?,,assistant: We have a lot of great Scenic spots in Las Vegas. Are you interested in anything specific?,
139,user: Not really,,user: Not really,
139,"assistant: Okay, let me give you some recommendations. Have you considered <CITY_1_NEIGHBORHOOD_2>?",,"assistant: Okay, let me give you some recommendations. Have you considered Summerlin?",
139,"user: No, I haven't. What's there?","neighborhood_attractions = filter_attractions(prior_results=get_results_from_cache(key=""attractions""), neighborhood=[""<CITY_1_NEIGHBORHOOD_2>""])
save_to_cache(key=""neighborhood_attractions"", value=neighborhood_attractions)","user: No, I haven't. What's there?","neighborhood_attractions = filter_attractions(prior_results=get_results_from_cache(key=""attractions""), neighborhood=[""Summerlin""])
save_to_cache(key=""neighborhood_attractions"", value=neighborhood_attractions)"
